,Name,Weapon Type,Archetype,Rarity,Optimal TTK,Bodyshot TTK,Usage,Impact,Range,Stability,Handling,Reload Speed,Rounds Per Minute,Magazine,Aim Assistance,Zoom,Recoil Direction,Blast Radius,Velocity,Charge Time,Accuracy,Draw Time,Swing Speed,Efficiency,Defense,Ammo Capacity,Perk 1 Init,Perk 1 Rolls Hash,Perk 1 Rolls,Perk 1 is Intrinsic,Perk 2 Init,Perk 2 Rolls Hash,Perk 2 Rolls,Perk 2 is Intrinsic,Perk 3 Init,Perk 3 Rolls Hash,Perk 3 Rolls,Perk 3 is Intrinsic,Perk 4 Init,Perk 4 Rolls Hash,Perk 4 Rolls,Perk 4 is Intrinsic
180,Threat Level,Shotgun,Rapid-Fire Frame,Legendary,0.0,0.43,,65.0,37.0,45.0,49.0,68.0,140.0,7.0,74.0,12.0,66.0,,,,,,,,,,Barrel Shroud,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Light Mag,3292361196.0,"['Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Trench Barrel,4118853165.0,"['Trench Barrel', 'Rampage', 'Moving Target', 'Slideshot', 'Field Prep', 'Surrounded']",False,Grave Robber,665122289.0,"['Snapshot Sights', 'Threat Detector', 'Grave Robber', 'Quickdraw', 'Genesis', 'Air Assault']",False
181,Autumn Wind,Pulse Rifle,Rapid-Fire Frame,Legendary,0.8,1.4,,23.0,34.0,51.0,32.0,41.0,540.0,37.0,77.0,17.0,54.0,,,,,,,,,,Hitmark IS,,,True,Accurized Rounds,,,True,Under Pressure,,,True,Kinetic Damage Mod,,,False
182,Gallant Charge,Fusion Rifle,High-Impact Frame,Legendary,1.0,1.0,,95.0,53.0,31.0,27.0,24.0,,5.0,61.0,15.0,76.0,,,860.0,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,,2744629373.0,"['Grave Robber', 'Demolitionist', 'Auto-Loading Holster', 'Hip-Fire Grip', 'No Distractions']",False,,3173991635.0,"['Lead from Gold', 'Rangefinder', 'Tap the Trigger', 'Swashbuckler', 'Rampage', 'Multikill Clip']",False
183,BrayTech Winter Wolf,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,72.0,47.0,45.0,48.0,450.0,34.0,47.0,16.0,74.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Armor-Piercing Rounds,,,True,High-Impact Reserves,,,True,Kinetic Damage Mod,,,False
184,IKELOS_SMG_v1.0.1,Submachine Gun,Aggressive Frame,Legendary,0.67,1.0,,22.0,54.0,39.0,73.0,32.0,750.0,30.0,42.0,13.0,90.0,,,,,,,,,,Corkscrew Rifling,,,True,Disruption Break,,,True,Seraph Rounds,,,True,Grave Robber,,,True
185,The Permanent Truth,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,28.0,27.0,32.0,150.0,5.0,28.0,13.0,74.0,15.0,53.0,,,,,,,,Volatile Launch,,,True,Spike Grenades,,,True,Quickdraw,,,True,Solar Damage Mod,,,False
186,Acantha-D XK8434,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,28.0,31.0,36.0,150.0,5.0,25.0,13.0,80.0,15.0,47.0,,,,,,,,Volatile Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Mini Frags,2407138421.0,"['Thermoplastic Grenades', 'Proximity Grenades', 'Spike Grenades', 'Alloy Casing', 'Augmented Drum', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags', 'Sticky Grenades']",False,Pulse Monitor,601406006.0,"['Rangefinder', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights', 'Threat Detector']",False,,3659078627.0,"['Genesis', 'Ambitious Assassin', 'Rampage', 'Quickdraw']",False
187,Legal Action II,Pulse Rifle,High-Impact Frame,Legendary,0.67,1.6,,33.0,66.0,53.0,32.0,40.0,340.0,28.0,32.0,18.0,70.0,,,,,,,,,,GB Iron,,,True,Accurized Rounds,,,True,Rampage,,,True,Kinetic Damage Mod,,,False
188,Critical Sass,Fusion Rifle,Rapid-Fire Frame,Legendary,0.73,0.73,,55.0,30.0,34.0,52.0,50.0,,7.0,30.0,15.0,59.0,,,540.0,,,,,,,Cleanshot IS,,,True,Accelerated Coils,,,True,Backup Plan,,,True,Arc Damage Mod,,,False
189,18 Kelvins,Sidearm,Adaptive Frame,Legendary,0.6,1.0,,49.0,44.0,72.0,58.0,36.0,300.0,15.0,80.0,12.0,92.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Accurized Rounds,,,True,Kill Clip,,,True,Arc Damage Mod,,,False
190,Hazard of the Cast,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,68.0,47.0,50.0,49.0,450.0,33.0,44.0,16.0,69.0,,,,,,,,,,Arrowhead Brake,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,High-Caliber Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Ambitious Assassin,113692832.0,"['Ambitious Assassin', 'Tap the Trigger', 'Triple Tap', 'Grave Robber', 'Zen Moment']",False,Rampage,3815367720.0,"['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Quickdraw', 'Outlaw']",False
191,Galliard-42 XN7568,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,42.0,50.0,56.0,47.0,600.0,44.0,60.0,16.0,70.0,,,,,,,,,,SLO-12 Post,102176546.0,"['SRO-37 Ocular', 'SRO-41 Ocular', 'SRO-52 Ocular', 'SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front']",False,Ricochet Rounds,591267464.0,"['Extended Mag', 'Alloy Magazine', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']",False,Rampage,1314971152.0,"['Quickdraw', 'Tap the Trigger', 'Snapshot Sights', 'Under Pressure', 'Auto-Loading Holster', 'Dynamic Sway Reduction', 'Outlaw']",False,,2088131980.0,"['Rampage', 'Rangefinder', 'High-Impact Reserves', 'Kill Clip', 'Pulse Monitor', 'Moving Target', 'Grave Robber']",False
192,Hawthorne's Field-Forged Shotgun,Shotgun,Lightweight Frame,Legendary,0.0,0.77,,65.0,50.0,37.0,64.0,64.0,80.0,7.0,45.0,12.0,60.0,,,,,,,,,,,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Full Auto Trigger System,774482026.0,"['Full Auto Trigger System', 'Firmly Planted', 'Field Prep', 'Grave Robber', 'Underdog']",False,,3951370230.0,"['Eye of the Storm', 'Demolitionist', 'Surrounded', 'One-Two Punch', 'Opening Shot', 'Hip-Fire Grip']",False
193,The End,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,46.0,47.0,50.0,46.0,180.0,16.0,60.0,20.0,55.0,,,,,,,,,,Chambered Compensator,,,True,Slideways,,,True,Pulse Monitor,,,True,Arc Damage Mod,,,False
194,Dead-Ender,Linear Fusion Rifle,Precision Frame,Legendary,0.53,1.07,,41.0,41.0,46.0,32.0,28.0,,5.0,63.0,25.0,71.0,,,533.0,,,,,,,Chambered Compensator,,,True,Particle Repeater,,,True,Outlaw,,,True,Arc Damage Mod,,,False
195,Ether Doctor,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,44.0,46.0,65.0,57.0,600.0,41.0,61.0,16.0,47.0,,,,,,,,,,,3688480259.0,"['Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,Extended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Dynamic Sway Reduction,946614559.0,"['Quickdraw', 'Tap the Trigger', 'Snapshot Sights', 'Grave Robber', 'Zen Moment', 'Dynamic Sway Reduction']",False,,3292276759.0,"['Rampage', 'Slideways', 'High-Impact Reserves', 'Under Pressure', 'Pulse Monitor', 'Moving Target']",False
196,Hollow Earth,Auto Rifle,Rapid-Fire Frame,Legendary,0.77,1.17,,18.0,32.0,54.0,46.0,52.0,720.0,51.0,76.0,16.0,58.0,,,,,,,,,,Arrowhead Brake,,,True,Ricochet Rounds,,,True,Zen Moment,,,True,Arc Damage Mod,,,False
197,Translation Theory,Sidearm,Adaptive Frame,Legendary,0.6,1.0,0.194,49.0,37.0,67.0,55.0,37.0,300.0,15.0,81.0,12.0,96.0,,,,,,,,,,Tactic SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Steady Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Snapshot Sights,2500920005.0,"['Moving Target', 'Ambitious Assassin', 'Threat Detector', 'Under Pressure', 'Full Auto Trigger System', 'Outlaw']",False,,1544441073.0,"['Kill Clip', 'Rampage', 'Grave Robber', 'Tap the Trigger', 'Zen Moment', 'Opening Shot']",False
198,Smuggler's Word,Sidearm,Aggressive Burst,Legendary,0.73,0.83,0.261,56.0,55.0,42.0,42.0,30.0,325.0,25.0,82.0,12.0,96.0,,,,,,,,,,Target SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Armor-Piercing Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Under Pressure,707380345.0,"['Moving Target', 'Quickdraw', 'Threat Detector', 'Under Pressure', 'Full Auto Trigger System', 'Outlaw']",False,,3513858405.0,"['Kill Clip', 'Rampage', 'Rangefinder', 'Tap the Trigger', 'Zen Moment', 'Opening Shot']",False
199,A Sudden Death,Shotgun,Aggressive Frame,Legendary,0.0,1.1,,80.0,32.0,33.0,32.0,39.0,55.0,5.0,30.0,12.0,74.0,,,,,,,,,,Chambered Compensator,,,True,Slideshot,,,True,Threat Detector,,,True,Solar Damage Mod,,,False
200,The Hero's Burden,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,50.0,46.0,63.0,58.0,900.0,33.0,51.0,13.0,93.0,,,,,,,,,,SLO-12 Post,2694645672.0,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front']",False,Appended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Moving Target,47524552.0,"['Pulse Monitor', 'Under Pressure', 'Slideways', 'Field Prep', 'Zen Moment', 'Snapshot Sights', 'Moving Target']",False,Kill Clip,800606823.0,"['Dynamic Sway Reduction', 'Kill Clip', 'High-Impact Reserves', 'Grave Robber', 'Tap the Trigger', 'Genesis', 'Threat Detector']",False
201,Elegy-49,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,46.0,46.0,46.0,46.0,90.0,4.0,60.0,40.0,60.0,,,,,,,,,,SSO-05 Sniper,1925108048.0,"['SSO-05 Sniper', 'SSO-07 Sniper', 'SSO-08 Sniper']",False,Ricochet Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Dragonfly,1890243786.0,"['Hip-Fire Grip', 'Firmly Planted', 'Snapshot Sights', 'Rapid Hit', 'Genesis', 'Field Prep']",False,,2517424397.0,"['Triple Tap', 'Ambitious Assassin', 'Explosive Payload', 'Rampage', 'Outlaw', 'Moving Target']",False
202,Seven-Six-Five,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,39.0,42.0,66.0,61.0,200.0,16.0,70.0,20.0,49.0,,,,,,,,,,Torch HS3,,,True,Accurized Rounds,,,True,Full Auto Trigger System,,,True,Solar Damage Mod,,,False
203,Call to Serve,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,47.0,46.0,47.0,50.0,180.0,16.0,58.0,20.0,66.0,,,,,,,,,,IS 5 Circle,,,True,Extended Mag,,,True,Triple Tap,,,True,Kinetic Damage Mod,,,False
204,Tone Patrol,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,46.0,48.0,44.0,46.0,180.0,15.0,60.0,20.0,62.0,,,,,,,,,,SLO-10 Post,,,True,High-Caliber Rounds,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
205,The Rattler,Sidearm,Lightweight Frame,Legendary,0.67,1.0,,43.0,25.0,45.0,69.0,55.0,360.0,15.0,68.0,12.0,83.0,,,,,,,,,,QuickDot SAS,,,True,Accurized Rounds,,,True,Kill Clip,,,True,Solar Damage Mod,,,False
206,Prosecutor,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,64.0,48.0,51.0,50.0,450.0,32.0,34.0,16.0,69.0,,,,,,,,,,Chambered Compensator,,,True,Slideways,,,True,Hip-Fire Grip,,,True,Arc Damage Mod,,,False
207,IKELOS_SG_v1.0.1,Shotgun,Rapid-Fire Frame,Legendary,0.0,0.43,,65.0,41.0,39.0,50.0,65.0,140.0,7.0,72.0,12.0,69.0,,,,,,,,,,Rifled Barrel,,,True,Trench Barrel,,,True,Tactical Mag,,,True,Moving Target,,,True
208,Minimum Distance,Sidearm,Precision Frame,Legendary,0.7,0.93,,51.0,55.0,50.0,41.0,29.0,260.0,9.0,84.0,12.0,93.0,,,,,,,,,,Control SAS,,,True,Steady Rounds,,,True,Opening Shot,,,True,Kinetic Damage Mod,,,False
209,Dead Man Walking,Sidearm,SUROS Rapid-Fire,Legendary,0.67,0.93,,35.0,29.0,60.0,54.0,41.0,450.0,15.0,56.0,12.0,98.0,,,,,,,,,,Shortspec SAS,,,True,Extended Mag,,,True,Under Pressure,,,True,Void Damage Mod,,,False
210,No Feelings,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,52.0,50.0,46.0,50.0,180.0,16.0,66.0,20.0,76.0,,,,,,,,,,Meyrin RDS,2297841689.0,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL', 'Satou Focus Lens', 'Satou Precision Lens']",False,Appended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Full Auto Trigger System,3936744589.0,"['Full Auto Trigger System', 'Outlaw', 'Rapid Hit', 'Triple Tap', 'Ambitious Assassin', 'Mulligan']",False,Zen Moment,890238409.0,"['Zen Moment', 'Explosive Payload', 'Rampage', 'Kill Clip', 'Moving Target', 'Box Breathing']",False
211,BrayTech Osprey,Rocket Launcher,High-Impact Frame,Legendary,0.0,0.0,,,,60.0,68.0,41.0,15.0,1.0,69.0,20.0,59.0,95.0,47.0,,,,,,,,Linear Compensator,,,True,High-Velocity Rounds,,,True,Cluster Bomb,,,True,Void Damage Mod,,,False
212,Eternal Blazon,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,40.0,41.0,66.0,61.0,200.0,16.0,67.0,20.0,52.0,,,,,,,,,,Spark PS,,,True,Appended Mag,,,True,Moving Target,,,True,Arc Damage Mod,,,False
213,Archimedes Truth,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,37.0,40.0,66.0,61.0,140.0,5.0,73.0,35.0,60.0,,,,,,,,,,Aquila SS4,,,True,Tactical Mag,,,True,Triple Tap,,,True,Void Damage Mod,,,False
214,Dark Decider,Auto Rifle,Rapid-Fire Frame,Legendary,0.77,1.17,,18.0,32.0,54.0,45.0,51.0,720.0,50.0,72.0,16.0,43.0,,,,,,,,,,Corkscrew Rifling,,,True,Extended Mag,,,True,Auto-Loading Holster,,,True,Arc Damage Mod,,,False
215,Pluperfect,Auto Rifle,High-Impact Frame,Legendary,0.83,1.33,,33.0,75.0,24.0,41.0,41.0,360.0,31.0,54.0,16.0,89.0,,,,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Tactical Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Auto-Loading Holster,1982454837.0,"['Underdog', 'Outlaw', 'Rangefinder', 'Slideways', 'Auto-Loading Holster', 'Zen Moment']",False,Dynamic Sway Reduction,2357744091.0,"['Kill Clip', 'Dynamic Sway Reduction', 'Rampage', 'Threat Detector', 'High-Impact Reserves', 'Mulligan']",False
216,Talons of the Eagle,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,71.0,36.0,33.0,39.0,150.0,14.0,30.0,21.0,71.0,,,,,,,,,,Polygonal Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Appended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Outlaw,1312281750.0,"['Outlaw', 'Full Auto Trigger System', 'Zen Moment', 'Threat Detector', 'Firmly Planted']",False,Rampage,4133093337.0,"['Ambitious Assassin', 'Opening Shot', 'Moving Target', 'Rampage', 'Explosive Payload', 'Hip-Fire Grip']",False
217,Swarm of the Raven,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,0.187,,,29.0,26.0,29.0,150.0,5.0,27.0,13.0,63.0,15.0,54.0,,,,,,,,Quick Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Proximity Grenades,2407138421.0,"['Thermoplastic Grenades', 'Proximity Grenades', 'Spike Grenades', 'Alloy Casing', 'Augmented Drum', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags', 'Sticky Grenades']",False,Threat Detector,2161995317.0,"['Snapshot Sights', 'Threat Detector', 'Pulse Monitor', 'Field Prep', 'Auto-Loading Holster']",False,Quickdraw,3659078627.0,"['Genesis', 'Ambitious Assassin', 'Rampage', 'Quickdraw']",False
218,Flash and Thunder,Grenade Launcher,Lightweight Frame,Legendary,0.0,1.9,,,,36.0,68.0,71.0,90.0,1.0,75.0,13.0,60.0,55.0,78.0,,,,,,,,Linear Compensator,,,True,Blinding Grenades,,,True,Field Prep,,,True,Arc Damage Mod,,,False
219,Orthrus,Grenade Launcher,Precision Frame,Legendary,0.0,0.6,,,,58.0,68.0,60.0,100.0,6.0,65.0,13.0,53.0,40.0,49.0,,,,,,,,Confined Launch,,,True,Augmented Drum,,,True,Quickdraw,,,True,Solar Damage Mod,,,False
220,Berenger's Memory,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,32.0,24.0,29.0,150.0,5.0,30.0,13.0,70.0,15.0,53.0,,,,,,,,Volatile Launch,,,True,Sticky Grenades,,,True,Auto-Loading Holster,,,True,Void Damage Mod,,,False
221,The Vow,Combat Bow,Lightweight Frame,Legendary,1.22,1.84,0.214,68.0,,60.0,64.0,64.0,,,84.0,18.0,51.0,,,80.0,54.0,612.0,,,,,Polymer String,,,True,Natural Fletching,,,True,Rapid Hit,,,True,Archer's Tempo,,,True
222,Unification VII,Shotgun,Precision Frame,Legendary,0.0,0.93,,70.0,64.0,42.0,68.0,51.0,65.0,6.0,30.0,12.0,53.0,,,,,,,,,,Rifled Barrel,,,True,High-Caliber Rounds,,,True,Full Auto Trigger System,,,True,Arc Damage Mod,,,False
223,The Last Dance,Sidearm,Omolon Adaptive Frame,Legendary,0.5,1.1,0.259,75.0,36.0,86.0,57.0,35.0,491.0,27.0,70.0,12.0,97.0,,,,,,,,,,Target SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Extended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Moving Target,534695942.0,"['Moving Target', 'Quickdraw', 'Threat Detector', 'Under Pressure', 'Full Auto Trigger System', 'Outlaw']",False,,3346283673.0,"['Kill Clip', 'Dragonfly', 'Rangefinder', 'Tap the Trigger', 'Zen Moment', 'Opening Shot']",False
224,A Cold Sweat,Hand Cannon,Precision Frame,Legendary,1.0,1.67,,78.0,44.0,67.0,42.0,37.0,180.0,9.0,75.0,14.0,95.0,,,,,,,,,,Fastdraw HCS,,,True,Slideways,,,True,Grave Robber,,,True,,,,False
225,Distant Relation,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,47.0,54.0,46.0,45.0,180.0,16.0,61.0,20.0,58.0,,,,,,,,,,Fluted Barrel,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Steady Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Triple Tap,3104224800.0,"['Triple Tap', 'Outlaw', 'Auto-Loading Holster', 'Zen Moment', 'Full Auto Trigger System']",False,Dragonfly,3523864744.0,"['Explosive Payload', 'Ambitious Assassin', 'Firmly Planted', 'Opening Shot', 'Moving Target']",False
226,The Forward Path,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,50.0,48.0,72.0,64.0,600.0,43.0,71.0,16.0,60.0,,,,,,,,,,Red Dot 2 MOA,,,True,Armor-Piercing Rounds,,,True,Tap the Trigger,,,True,Kinetic Damage Mod,,,False
227,Last of the Legion,Sidearm,Adaptive Frame,Legendary,0.5,1.1,,75.0,39.0,82.0,55.0,36.0,491.0,30.0,67.0,12.0,100.0,,,,,,,,,,Corkscrew Rifling,,,True,Zen Moment,,,True,Full Auto Trigger System,,,True,Kinetic Damage Mod,,,False
228,Adjudicator,Submachine Gun,Precision Frame,Legendary,0.8,1.13,,25.0,60.0,46.0,29.0,24.0,600.0,27.0,54.0,13.0,93.0,,,,,,,,,,Chambered Compensator,,,True,Slideways,,,True,Dynamic Sway Reduction,,,True,Kinetic Damage Mod,,,False
229,Duke Mk. 44,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,0.288,92.0,68.0,36.0,37.0,37.0,110.0,9.0,64.0,14.0,90.0,,,,,,,,,,,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,,2543036263.0,"['Outlaw', 'Opening Shot', 'Rangefinder', 'Zen Moment', 'Triple Tap', 'Rapid Hit']",False,,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,,3921166639.0,"['Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Rampage', 'Moving Target', 'Auto-Loading Holster']",False
230,Bad Reputation,Submachine Gun,Precision Frame,Legendary,0.8,1.13,,25.0,58.0,42.0,28.0,24.0,600.0,27.0,51.0,13.0,99.0,,,,,,,,,,,3155028253.0,"['Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,Extended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Tap the Trigger,2144584124.0,"['Pulse Monitor', 'Tap the Trigger', 'Slideways', 'Grave Robber', 'Zen Moment', 'Genesis']",False,,3961045711.0,"['Dynamic Sway Reduction', 'Kill Clip', 'High-Impact Reserves', 'Outlaw', 'Under Pressure', 'Snapshot Sights']",False
231,Ten Paces,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,46.0,53.0,44.0,46.0,140.0,10.0,71.0,14.0,87.0,,,,,,,,,,HitMark HCS,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,Steady Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Opening Shot,2508925801.0,"['Moving Target', 'Quickdraw', 'Auto-Loading Holster', 'Slideshot', 'Threat Detector', 'Triple Tap']",False,,1275291405.0,"['Timed Payload', 'Rampage', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot']",False
232,Orewing's Maul,Grenade Launcher,Lightweight Frame,Legendary,0.0,1.9,,,,31.0,69.0,74.0,90.0,1.0,73.0,13.0,80.0,55.0,77.0,,,,,,,,Confined Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Black Powder,1811092515.0,"['Blinding Grenades', 'Proximity Grenades', 'Spike Grenades', 'High-Velocity Rounds', 'Implosion Rounds', 'Concussion Grenades']",False,Field Prep,1732016214.0,"['Grave Robber', 'Quickdraw', 'Threat Detector', 'Field Prep', 'Pulse Monitor']",False,Moving Target,2983827906.0,"['Rangefinder', 'Auto-Loading Holster', 'Snapshot Sights', 'Moving Target', 'Demolitionist']",False
